Company,Country,Education,Employment Type,Experience,Id,Locality,Location,Postalcode,Posted At,Region,Salary,Skills,Title,Latitude,Longitude,Abbr,,,,,,
Help At Home,US,4 Year Degree,FULL_TIME,At least 1 year experience.,db36e531-6728-5b79-9c41-70abef69ce79,Ashland,POINT(-92.25713000 38.77448000),,2021-04-30T16:59:37Z,MO,,"Emergency Handling, Communication, Medicaid, Medicare, Developmental Disabilities, Supplementary Security Income (SSI), Teaching, Quality Assurance, Documentation",QDDP - Qualified Developmental Disability Professional,38.77448,-92.25713,,,,,,,
Eurofins USA,US,4 Year Degree,FULL_TIME,At least 1 year experience.,653e230f-5e0b-5019-a640-a278f7993ac9,Columbia,POINT(-92.33408000 38.95171000),,2021-05-01T01:21:23Z,MO,,"Scheduling, Trigonometry, Geometry, Operations, Sales, Management, Probability, Statistics, Customer Service, Business Development, Reports, Interpersonal Skills, Workflows, Instructions, Documentation, Fax, Computers, Business Correspondence, Microsoft Excel, Authorization (Medical)",Associate Contracts Coordinator,38.95171,-92.33408,,,,,,,
Eurofins USA,US,4 Year Degree,FULL_TIME,At least 10 years experience.,3d104cfb-f69e-5b4b-87a0-150abbbc82c5,Lee's Summit,POINT(-94.38217000 38.91084000),,2021-05-01T01:21:45Z,MO,,"Leadership, Mentorship, Coaching And Mentoring, Communication, Team Building, Management, Information Technology, Creativity, Time Management, Complex Problem Solving, Self Motivation, Adaptability, Operations, Project Management, Hardworking And Dedicated, Written Communication, Technical Support, Integration, Recruitment, Infrastructure, Success Driven, Attention To Detail, Matrix Management, Finance, Contract Negotiation, Software Development Life Cycle, Computer Sciences, Clinical Works","Manager, Information Technology",38.91084,-94.38217,,,,,,,
Confidential,US,4 Year Degree,FULL_TIME,At least 10 years experience.,63aae36b-5ff8-55b4-979d-7ab012955db7,Kansas City,POINT(-94.57857000 39.09973000),,2021-04-10T01:08:16Z,MO,"$186,000.00 - $192,000.00 / year","Management, Leadership, Scheduling, Presentations, Accounting, Creativity, Finance, Customer Satisfaction, Operations, Team-working, Revenues, Variance, Research",Director of Operations,39.09973,-94.57857,,,,,,,
Bank of America,US,4 Year Degree,FULL_TIME,At least 3 years experience.,10db71bf-7ced-5038-886b-c7cd76b14394,St. Louis,POINT(-90.19940000 38.62700000),,2021-04-13T15:59:31Z,MO,,"Portfolio Management, Self Motivation, Underwriting, Attention To Detail, Multitasking, Loans, Investment Management, Financial Analysis, Wealth Management, Securities (Finance)",GWIM Sr. Credit Underwriter,38.627,-90.1994,,,,,,,
Pinnacle Technical Resources,US,4 Year Degree,FULL_TIME,At least 4 years experience.,affdc27f-a106-528e-98e2-e8136d7e59b0,St. Louis,POINT(-90.19940000 38.62700000),,2021-04-25T01:05:28Z,MO,,"Service-Oriented Architecture, Git, Amazon Web Services, Web Services, Jenkins, Agile Software Development, Information Security, Authorization (Computing), Hibernate (Java), Spring Framework, Apache Struts, Continuous Integration, Hardworking And Dedicated, SQL (Programming Language), JIRA, Time Management, Computer Sciences, Communication, Management Information Systems, Multitasking, Revision Controls, Simple Object Access Protocol (SOAP), Verbal Communication, Written Communication, Java (Programming Language), Leadership, Unit Testing",Sr. Java Developer,38.627,-90.1994,,,,,,,
Westport One,US,4 Year Degree,FULL_TIME,At least 7 years experience.,4e09d7f5-eb8a-5d3b-b991-e2f0ba98d717,St. Louis,POINT(-90.19940000 38.62700000),,2021-04-08T01:02:24Z,MO,,"Creativity, Communication, Time Management, Computer Literacy, Management, Advising, Leadership, Tax Return, Research, Multitasking, Tax Planning",Senior Tax Manager,38.627,-90.1994,,,,,,,
Experis,US,4 Year Degree,FULL_TIME,3 to 5 years experience.,ea03177d-8a4f-582f-b7cf-238e90b2d925,Durham,POINT(-78.86657000 35.89087000),27709,2021-04-30T13:46:28Z,NC,,"Information Security, Troubleshooting (Problem Solving), Testing, Identity Services Engine, Debugging, Complex Problem Solving, Border Gateway Protocol, Open Shortest Path First, Enhanced Data Rates For GSM Evolution, Real-Time Transport Protocol, Lisp (Programming Language), Network Routing, Scripting, Automation",Services Consulting Engineer - SDA/DNA Center,35.89087,-78.86657,,,,,,,
FDBT - FUJIFILM Diosynth,US,4 Year Degree,FULL_TIME,4 to 10 years experience.,d1fa9065-d6e2-53cb-9357-cbb9b1ecf940,Morrisville,POINT(-78.84985000 35.84177000),27560,2021-04-20T08:34:16Z,NC,,"Information Security, Infrastructure, Architecture, Engineering, Capacity Planning, Operations, Consolidation (Financial), Infrastructure Management, Databases, Management, Manufacturing, Project Management, Operating Systems, Network Switches, Search (Computer Science), Local Area Networks, Virtualization, Governance, Networking, Microsoft Windows XP, Project Planning, Complex Problem Solving, Hosting, Hyper-V, Continuous Improvement Process, Practical And Pragmatic, Middleware, Customer Satisfaction, Process Control, Technical Support, Certified Global Meeting Planner, Documentation, Automation",IT Engineer II,35.84177,-78.84985,,,,,,,
Bank of America,US,4 Year Degree,FULL_TIME,7 to 10 years experience.,ef8585be-612e-5524-a006-5e085c76b04d,Charlotte,POINT(-80.84312000 35.22709000),,2021-04-13T16:32:25Z,NC,,Capital Markets,DIR –Leveraged Finance Middle Market- Capital Markets,35.22709,-80.84312,,,,,,,
Youth Villages,US,4 Year Degree,FULL_TIME,At least 1 year experience.,57d141d0-0c8a-5486-bd5d-4a6b5500fe9e,Durham,POINT(-78.91751000 35.89023000),27713,2021-04-20T17:01:18Z,NC,,"Family Therapy, Child Development, Case Management, Substance Abuse, Human Development, Child Welfare, Mental Health, Intervention, Attention To Detail, Coordinating, Scheduling, Behavioural Science",Case Coordinator/Facilitator,35.89023,-78.91751,,,,,,,
Genex Services,US,4 Year Degree,FULL_TIME,At least 1 year experience.,b27d93c4-fbb3-5e90-94db-c8dbea79124b,Raleigh,POINT(-78.69659000 35.85333000),27612,2021-04-27T00:35:25Z,NC,,"Time Management, Case Management, Claims, Certification Of Disability Management, Communication, Computer Literacy, Billing, Hospitals, Insurance, Written Communication, Health Care, Disability Management, Certified Rehabilitation Registered Nurse, Healthcare Services, Registered Nurse Certified, Certified Occupational Health Nurse, Coordinating, Grammars, Sentence (Linguistics), Certified Case Manager, Instructions, Microsoft Excel, Microsoft Outlook",Field Case Manager,35.85333,-78.69659,,,,,,,
"Tei Consulting Group, Inc.",US,4 Year Degree,FULL_TIME,At least 1 year experience.,69527e8c-eabb-5d38-ad44-67d5c11cf1bc,Charlotte,POINT(-80.84312000 35.22709000),,2021-04-23T13:36:23Z,NC,,"Restaurant Operation, Retail Sales, Sales, Customer Service, Hospitality, Communication, Marketing, Business Development, Time Management, Management, Service Orientation, Passionate, Hardworking And Dedicated, Training, Leadership Development",Sales Representative - Retail - Training Provided,35.22709,-80.84312,,,,,,,
Merrill Lynch,US,4 Year Degree,FULL_TIME,At least 1 year experience.,403c352d-b78a-5e47-8610-41e6da7f7fc1,Charlotte,POINT(-80.84312000 35.22709000),,2021-04-09T16:01:13Z,NC,,"Multitasking, Banking, Coordinating, Finance, Wealth Management, Investments",Registered Wealth Management Client Associate,35.22709,-80.84312,,,,,,,
"HealthWrighttechnologies, INC.",US,4 Year Degree,FULL_TIME,At least 1 year experience.,6e18743d-a5af-5dc1-a6b1-20d293705199,Charlotte,POINT(-80.84312000 35.22709000),,2021-05-02T23:06:32Z,NC,"$80,000.00 - $150,000.00 / year","Sales, Sales Territory, Business Development, Marketing, Business To Business, Selling Techniques, Sales Management, Management, Sales Process, Extroverted, Hardworking And Dedicated, Social Skills, Training, Demonstration Skills, Professional Attitude, Self Motivation, Mentorship, Coaching And Mentoring, Customer Relationship Management, Medical Practices, Product Information Management, Presentations, Human Resources, Ethics, Microsoft Excel, Project Commissioning",Outside Sales Closer for Medical Device Company - No Experience Necessary To Apply,35.22709,-80.84312,,,,,,,
"Railhead, Inc",US,4 Year Degree,FULL_TIME,At least 10 years experience.,3360aa81-094d-5c6b-a791-585e54e75a5d,Fort Bragg,POINT(-79.00800000 35.14146000),,2021-04-25T01:46:39Z,NC,,"Operations, Communication, Management, Engineering, Inclusion, Training, Information Security",SIGINT Course Manager - Senior,35.14146,-79.008,,,,,,,
Bank of America,US,4 Year Degree,FULL_TIME,At least 10 years experience.,8481b915-471b-5371-8ee2-8153b15779e4,Charlotte,POINT(-80.84312000 35.22709000),,2021-05-03T23:17:46Z,NC,,"Accounting, Finance, Banking, Generally Accepted Accounting Principles, Financial Services, Treasury, Leadership, Auditing, Business Administration, Presentations, Technical Accounting, External Auditor, Financial Institution, Complex Problem Solving, Research",Manager-Rpt/Acct Policy,35.22709,-80.84312,,,,,,,
Morgan Franklin,US,4 Year Degree,FULL_TIME,At least 2 years experience.,1d126124-6e8f-54a9-adff-5febad7ded4a,Charlotte,POINT(-80.84608000 35.23268000),28202,2021-04-21T15:26:47Z,NC,,"Management, Communication, Bullhorn, Scheduling, Reports, Administration, Operations, Recruitment, Microsoft Outlook, Human Resources, Conflict Resolution, Microsoft Excel, Employee Engagement, Leadership, Creative Problem Solving, Presentations, Taking Meeting Minutes, Assertive, Consulting, Microsoft Word, Microsoft PowerPoint, Coordinating, Microsoft Office, Sorting",Talent Acquisition Coordinator,35.23268,-80.84608,,,,,,,
CSL Plasma,US,4 Year Degree,FULL_TIME,At least 3 years experience.,3163c6af-170d-57a8-94ca-a2902a3bf7e1,Holly Springs,POINT(-78.83362000 35.65126000),,2021-04-12T17:47:39Z,NC,,"Product Quality Assurance, Manufacturing, Laboratory Information Management Systems, Auditing, Engineering, Operations, Packaging And Labeling, Quality Assurance, Manufacturing Operations, Pharmaceuticals, Corrective And Preventive Actions, Certified Global Meeting Planner, Good Manufacturing Practices, Continuous Improvement Process, Documentation, Occupational Health And Safety Administration (OSHA), Enterprise Document Management System, Extended Hours Trading, Quality Management Systems, System Information, Investigation, Commissioning, Testing, Reliability, Driving","Specialist II/III, QA (Fill Finish Expansion) 1st Shift",35.65126,-78.83362,,,,,,,
CRG,US,4 Year Degree,FULL_TIME,At least 3 years experience.,fc0ed182-dabf-52b9-84df-77d7c9832997,High Point,POINT(-80.04231000 35.96794000),27262,2021-04-09T16:32:28Z,NC,,"Accounts Payable, Bank Reconciliations, Balance Sheet, Financial Statements, Accounts Receivable, Ledgers (Accounting), Deposit Accounts, Generally Accepted Accounting Principles, Internal Controls, Consolidated Financial Statement, Annual Reports, Auditing, Operational Excellence, Accounting, Spanish Language, Business Process Improvement, Multilingualism, Process Improvements (Business), Consolidation (Financial)",Accounting Manager | Controller,35.96794,-80.04231,,,,,,,
Nigel Frank International US,US,4 Year Degree,FULL_TIME,At least 3 years experience.,a6348cad-dbaa-5118-94f2-0c73dc2826a2,Charlotte,POINT(-80.84312000 35.22709000),,2021-04-07T19:02:25Z,NC,"£90,000.00 - £110,000.00 / year","Microsoft Dynamics AX, Inventory Valuation, Testing, Retailing, Finance",Dynamics 365 F&O Finance Support Analyst - Remote - $110k,35.22709,-80.84312,,,,,,,
CohnReznick LLP,US,4 Year Degree,FULL_TIME,At least 5 years experience.,42bd198c-14d8-5b45-9712-5e7becda47f9,Charlotte,POINT(-80.84312000 35.22709000),,2021-04-23T00:44:54Z,NC,,"Management, Presentations, Leadership, Accounting, Research",Tax Manager,35.22709,-80.84312,,,,,,,
Meritor,US,4 Year Degree,FULL_TIME,At least 5 years experience.,08a2f2f7-832c-5048-9c76-4c90b6ebc153,Fletcher,POINT(-82.50123000 35.43067000),,2021-04-26T01:09:34Z,NC,,"Corrective And Preventive Actions, Environmental Compliance, Environmental Health, Occupational Health And Safety Administration (OSHA), ISO 14000 Standard, Environmental Management Systems, Manufacturing, Engineering, Inclusion, Training","Manager, EH&S",35.43067,-82.50123,,,,,,,
Vaco Staffing,US,4 Year Degree,FULL_TIME,At least 5 years experience.,da7b9b63-a875-521b-b58a-b582db23fc00,Raleigh,POINT(-78.63818000 35.77959000),,2021-04-23T14:39:45Z,NC,,"Fixed Asset, Accruals, Reconciliation, Generally Accepted Accounting Principles, Financial Statements, Microsoft Dynamics, Intacct, Netsuite, QuickBooks (Accounting Software), Accounting, Standard Accounting Practices, Variance, Finance, Oracle Hyperion, Tax Return, Revenues, Social Skills, Displaying (Exhibition)",Staff Accountant,35.77959,-78.63818,,,,,,,
Stefanini,US,4 Year Degree,FULL_TIME,At least 5 years experience.,2aec2efe-455c-56e7-9479-f1c2a671b14a,Greensboro,POINT(-79.75681000 36.06760000),27401,2021-04-29T17:03:18Z,NC,"$100,000.00 - $130,000.00 / year","Analytics, Creativity, Microsoft Excel, Social Skills, Enhanced Data Rates For GSM Evolution, Enhanced Data GSM Environment, Data Management, Stakeholder Management, Purchasing, Business Intelligence, Manufacturing, Steering, Engineering Management",Data Analyst,36.0676,-79.75681,,,,,,,
Merrill Lynch,US,4 Year Degree,FULL_TIME,At least 3 years experience.,0fb8e434-4b20-54cb-86a6-84152b1f3c3b,Fargo,POINT(-96.78980000 46.87719000),,2021-04-13T16:31:44Z,ND,,"Banking, Insurance, Mortgage Loans, Securities (Finance), Finance, Investments, Recruitment, Career Development, Leadership, Loans, Interpersonal Skills, Professional Development, Learning, Leverage, Series 66 Uniform Investment Adviser : Combined State Laws License (Combined 63 And 65), Financial Services, Training, Series 7 General Securities Representative License (Stockbroker), Training And Development, Sourcing (Recruitment)",Merrill Lynch Financial Advisor Development Program,46.87719,-96.7898,,,,,,,
Fiserv,US,4 Year Degree,FULL_TIME,At least 2 years experience.,169f10d0-73f4-57a2-89b5-72a0eff4afa5,Omaha,POINT(-95.93450000 41.25654000),,2021-04-30T01:03:06Z,NE,,"Perseverance, Self Motivation, Team-working, Curiosity, Communication, Multitasking, Customer Service, Business Acumen, Finance, Canadian Standards Association",Sr. Client Service Analyst,41.25654,-95.9345,,,,,,,
PenFed Credit Union,US,4 Year Degree,FULL_TIME,At least 3 years experience.,68cc2e00-7600-5d25-a345-82e681b7a36e,Omaha,POINT(-95.93450000 41.25654000),,2021-04-14T17:40:19Z,NE,,"Underwriting, Mortgage Loans, Loans, Product Quality Assurance, Training And Development, Software Quality Control","Manager, Equity Underwriting",41.25654,-95.9345,,,,,,,
CIT GROUP INC.,US,4 Year Degree,FULL_TIME,,8c32e783-9caf-53d7-9d9d-3e4848a9f1df,Portsmouth,POINT(-70.76255000 43.07175000),3801,2021-04-08T14:14:40Z,NH,,"Instructions, Finance, Complex Problem Solving, Accounting, Banking, Business Process Improvement, Communication, Time Management, Change Management, Booking (Resource Planning Software), Workflows",Funding Coordinator,43.07175,-70.76255,,,,,,,
Healthcare Support,US,4 Year Degree,FULL_TIME,At least 1 year experience.,76c14dfa-7e57-51c3-b6ee-dbec50ac13a2,Concord,POINT(-71.54865000 43.20863000),3301,2021-04-14T08:53:26Z,NH,$32.00/ hour,"Registered Nurse Certified, Acute Care",Registered Nurse / RN,43.20863,-71.54865,,,,,,,
Synerfac,US,4 Year Degree,FULL_TIME,,e8a85211-7d65-5668-a4b7-ff2084eff423,Trenton,POINT(-74.76296000 40.25188000),8638,2021-04-22T00:42:08Z,NJ,,"Sales, Warehousing, Quality Management, Quotations, Cargos, Trustworthy, Cost Controling, Netsuite, Salesforce.Com, Communication, Leadership, Internal Auditing, Product Management, Data Integrity, Calculations",Pricing Analyst,40.25188,-74.76296,,,,,,,
AAK,US,4 Year Degree,FULL_TIME,8 to 10 years experience.,cc0ed40d-cde0-5022-9ab7-716092ac0915,Newark,POINT(-74.14410000 40.69238000),7114,2021-04-26T14:34:15Z,NJ,,"Scheduling, Automation, Material Balance Planning, Heat Transfer, Process Simulation, Engineering, Manufacturing, Budgeting, Methodologies, Process Modeling, Forecasting, Reports, Presentations, Team Building, Software Applications",PLANT PROJECT ENGINEER,40.69238,-74.1441,,,,,,,
Illupo Inc.,US,4 Year Degree,FULL_TIME,At least 1 year experience.,1be921bb-00f7-56aa-aefb-72d5082cf7da,Parsippany-Troy Hills,POINT(-74.41739000 40.86529000),,2021-04-25T07:48:19Z,NJ,,"Sales, Marketing, Passionate, Team-working, Success Driven, Self Motivation, Hardworking And Dedicated, Coordinating, Customer Service, Human Resources, Customer Relationship Management, Retailing, Administration, Management, Communication, Sales Management, Reports, Time Management, Interpersonal Skills, Consultative Selling, Friendliness, Training, Public Speaking",Sales and Marketing Assistant - Entry Level,40.86529,-74.41739,,,,,,,
Merrill Lynch,US,4 Year Degree,FULL_TIME,At least 1 year experience.,cd9ee454-a356-533c-af90-503c0d692557,Flemington,POINT(-74.85933000 40.51233000),8822,2021-04-24T23:10:39Z,NJ,,"Microsoft Excel, Hardworking And Dedicated, Series 7 General Securities Representative License (Stockbroker), Finance, Time Management, Investments, Coordinating, Microsoft Word, Customer Service, Sales, Banking","Wealth Management Client Associate - Flemington, NJ",40.51233,-74.85933,,,,,,,
Allied Universal,US,4 Year Degree,FULL_TIME,At least 2 years experience.,5d41632d-f359-53dd-88b9-172d74546e0d,East Brunswick,POINT(-74.40498000 40.43169000),,2021-04-30T17:05:53Z,NJ,,"Emergency Handling, Time Management, Leadership, Scheduling, Decision Making, Conflict Management, Complex Problem Solving, Management, Communication, Staff Management, Training, Recruitment, Facility Management, Business Administration, Financial Management, Reports, Information Security, Self Motivation, Training And Development, Performance Management, Checklists, Operations, Customer Satisfaction, Maintenance, Billing, Memos, Law Enforcement",Security Account Manager,40.43169,-74.40498,,,,,,,
Syntagma Group,US,4 Year Degree,FULL_TIME,At least 2 years experience.,adda6632-93aa-5969-b832-a41a374a0c03,Toms River,POINT(-74.19794000 39.95374000),,2021-04-09T01:06:58Z,NJ,,"Cyber Security, Vulnerability Scanning, Vulnerability, Microsoft Windows, Information Security, Management, Nessus, Stress Management, Manuals, Automation, Best Practices, Metrics, Microsoft Office, Instructions, Test Planning, Documentation, Engineering, Maintenance, Authorization (Computing)",Cybersecurity Systems Engineer (with Active Secret Clearance),39.95374,-74.19794,,,,,,,
General Healthcare Resources,US,4 Year Degree,FULL_TIME,At least 2 years experience.,53bf6e98-ae4e-55bd-bd4f-3db3cc4e14bc,Lawrence Township,POINT(-74.72943000 40.27781000),,2021-04-07T10:56:30Z,NJ,"$70,000.00 - $88,000.00 / year","Nursing, Registered Nurse Certified, Hospice, Acute Care",Hospice RN - Registered Nurse,40.27781,-74.72943,,,,,,,
General Healthcare Resources,US,4 Year Degree,FULL_TIME,At least 2 years experience.,e0fd5018-3b3e-5d74-ae54-9462c5fc55a0,Lawrence Township,POINT(-74.72200000 40.29130000),8648,2021-05-03T11:14:24Z,NJ,"$71,100.00 - $100,000.00 / year","Nursing, Case Management, Radiation Treatment Planning, Intake, Social Work, Registered Nurse Certified, Hospice, Acute Care, Geriatrics, Health Care",Hospice Nurse - RN Case Manager,40.2913,-74.722,,,,,,,
Symmetry Search Group,US,4 Year Degree,FULL_TIME,At least 2 years experience.,e284f19b-89ae-5d90-ae28-91d5718255d4,Paramus,POINT(-74.06966000 40.92958000),7652,2021-04-19T10:02:26Z,NJ,"$45,000.00 - $55,000.00 / year","Finance, Accounting, Banking, Treasury, Financial Statements, Microsoft Excel, Search (Computer Science)",Treasury Analyst / Accounting Associate,40.92958,-74.06966,,,,,,,
Merrill Lynch,US,4 Year Degree,FULL_TIME,At least 3 years experience.,0f7c570b-ca98-5d59-abe3-2fdec6fa965b,Bridgewater Township,POINT(-74.60490000 40.59396000),,2021-04-13T16:31:54Z,NJ,,"Banking, Insurance, Mortgage Loans, Securities (Finance), Finance, Leadership, Investments, Mentorship, Recruitment, Career Development, Loans, Interpersonal Skills, Professional Development, Learning, Leverage, Series 66 Uniform Investment Adviser : Combined State Laws License (Combined 63 And 65), Financial Services, Training, Series 7 General Securities Representative License (Stockbroker), Training And Development, Sourcing (Recruitment)",Merrill Lynch Financial Advisor Development Program,40.59396,-74.6049,,,,,,,
Freedom Mortgage,US,4 Year Degree,FULL_TIME,At least 3 years experience.,3dff3738-a4d8-5986-82ef-bb81dc43c04e,Evesham,POINT(-74.92183000 39.89122000),,2021-04-15T00:34:28Z,NJ,,"JavaScript (Programming Language), Amazon Web Services, Cascading Style Sheets (CSS), Ajax (Programming Language), Java (Programming Language), Extensible Markup Language (XML), Mean Stack, HTML5, Java Servlet, Java Enterprise Edition, SQL (Programming Language), JavaServer Pages, Beanstalk, Team-working, Scrum (Software Development), Agile Software Development, TypeScript, Creativity, Testing",Sr Software Engineer,39.89122,-74.92183,,,,,,,
Saint Clare's Denville Hospital,US,4 Year Degree,FULL_TIME,At least 4 years experience.,3afe6162-d67d-56a1-b389-e3bf0d7e35f0,Denville,POINT(-74.49414000 40.91148000),7834,2021-04-29T17:26:14Z,NJ,,"Reports, Interpreting Contracts In English Laws, Collections, Hospitals, Managed Care, Billing",Account Resolution Specialist (ARS1) - PHMI New Jersey B.O.,40.91148,-74.49414,,,,,,,
SUEZ - Water Technologies & Solutions,US,4 Year Degree,FULL_TIME,At least 5 years experience.,009bd339-ff89-5937-8d29-dc304421da4a,Haworth,POINT(-73.99014000 40.96093000),,2021-04-26T15:31:06Z,NJ,,"Project Management Professional, Infrastructure, Engineering, Esri GIS (Software), Professional Engineer, Emergency Handling, Microsoft Office, Microsoft Excel","Senior Project Engineer, Wastewater",40.96093,-73.99014,,,,,,,
Syntagma Group,US,4 Year Degree,FULL_TIME,At least 5 years experience.,0a482280-55e9-54db-bb97-c47e3542a4e3,Woodbridge Township,POINT(-74.28460000 40.55760000),,2021-04-30T10:05:20Z,NJ,,"Storage (Warehousing), Administration, Operations, Maintenance, Distribution (Business), Management, Manufacturing, Information Technology, Apple IPad, Apple IPhone, Troubleshooting (Problem Solving), Superuser, Apple Products, Advance Ship Notice, Enterprise Resource Planning, Third-Party Logistics, Documentation, User Accounts, Coordinating, IBM System I, Electronic Data Interchange, Computer Sciences, Computers, Reports, Training",EDI Systems Analyst,40.5576,-74.2846,,,,,,,
Saint Michael's Medical Center,US,4 Year Degree,FULL_TIME,At least 5 years experience.,106941d3-4237-5712-8705-a18ece9be582,Newark,POINT(-74.17471000 40.74389000),7102,2021-04-07T17:43:13Z,NJ,,"Medical Case Management, Assessments, Clinical Works, Diseases And Disorders, Infection, Service Provider, Documentation, Navigation, Component Services, Psychosocial, Electronic Medical Record, Social Work, Health Care",HIV Program Navigator - SMNJ Infectious Diseases Clinic,40.74389,-74.17471,,,,,,,
"Weichert, Realtors®",US,4 Year Degree,FULL_TIME,No experience required.,0fd561ab-d994-5b14-968d-cd8375872b63,Short Hills,POINT(-74.32322000 40.74835000),,2021-04-09T00:34:21Z,NJ,,"Recruitment, Sales Management, Office Management, Management, Marketing, Sales, Self Motivation",Sales Office Recruiter,40.74835,-74.32322,,,,,,,
DTCC,US,4 Year Degree,FULL_TIME,No experience required.,3c4bd7bd-925b-556d-99b3-f21fa08daa6b,Jersey City,POINT(-74.04314000 40.71775000),,2021-04-27T00:57:34Z,NJ,,"Accounting, Management Information Systems, Economics, Finance, Computer Sciences, Learning, Auditing, Hardworking And Dedicated, Team-working, Internal Auditing, Financial Services, Technical Management, Curriculum Development, Communication, Authorization (Computing)",Internal Audit Intern [2021 Internship Program],40.71775,-74.04314,,,,,,,
Volt,US,4 Year Degree,FULL_TIME,3 to 7 years experience.,b2b43a8d-c5e9-5277-974c-d71e7d1afe9e,Los Ranchos de Albuquerque,POINT(-106.64280000 35.16199000),,2021-04-14T13:19:30Z,NM,"$45,000.00 - $65,000.00 / year","Information Security, Documentation, Complex Problem Solving, Information Technology, Passionate",Field Technical Support Specialist,35.16199,-106.6428,,,,,,,
Alltech,US,4 Year Degree,FULL_TIME,At least 2 years experience.,dd7e8d56-42ff-5c4a-85b4-0858fc335654,Los Lunas,POINT(-106.73340000 34.80617000),87031,2021-04-28T15:05:48Z,NM,,"Agriculture, Marketing, Economics, Sales Management, Time Management, Regional Sales, Leadership, Livestock Production, Sales Process, Sales",Account Manager - New Mexico/west Texas/Arizona market area,34.80617,-106.7334,,,,,,,
Volt,US,4 Year Degree,FULL_TIME,At least 3 years experience.,d208e6ad-182e-52e1-b965-bc477409a9ef,Los Ranchos de Albuquerque,POINT(-106.64280000 35.16199000),,2021-04-27T11:01:06Z,NM,"$60,000.00/ year","Information Security, Time Management, Complex Problem Solving, Network Security, Administration",Network Specialist,35.16199,-106.6428,,,,,,,
North Vista Hospital,US,4 Year Degree,FULL_TIME,At least 1 year experience.,80055b5e-0f82-554c-a2d0-6c32d918cd79,North Las Vegas,POINT(-115.12260000 36.19479000),89030,2021-04-28T17:46:05Z,NV,,"Family Therapy, Case Management, Social Work, Crisis Intervention, Assessments, Trauma, Psychosocial, Psychology",Social Services I - NVNV,36.19479,-115.1226,,,,,,,
Home Care Providers,US,4 Year Degree,FULL_TIME,At least 2 years experience.,6a05cff7-268e-545f-87be-d0235d36f2a8,Las Vegas,POINT(-115.13980000 36.16994000),,2021-04-06T15:41:09Z,NV,,"Pharmaceutical Sales, Medical Sales, Elder Law, Revenues, Home Healthcare, Hardworking And Dedicated, Business Development, Selling Techniques, Home Care, Hospice, Hospitals, Sales, Health Care",Medical Sales,36.16994,-115.1398,,,,,,,
ABB Group,US,4 Year Degree,FULL_TIME,At least 8 years experience.,f47b35bb-27bf-5963-8a34-c9a79bd0b26d,Las Vegas,POINT(-115.13980000 36.16994000),,2021-05-03T17:22:07Z,NV,,"Scheduling, Service Strategy, Operations, Instructions, Attention To Detail, Leadership, Complex Problem Solving, Engineering, Working Remotely, Customer Satisfaction, Authorization (Medical)",Service Team Leader,36.16994,-115.1398,,,,,,,
Michael Page,US,4 Year Degree,FULL_TIME,,a1bf0ca9-7dce-550f-9806-537ad9370f8e,New York,POINT(-74.00597000 40.71278000),,2021-04-12T11:38:56Z,NY,,"Scripting, Windows PowerShell, Maintenance, Amazon Web Services",AWS Cloud Engineer,40.71278,-74.00597,,,,,,,
System One,US,4 Year Degree,FULL_TIME,,4cfeff8f-7b97-5c92-a097-343f371c2163,Wellsville,POINT(-77.94806000 42.12201000),14895,2021-04-15T10:53:16Z,NY,,"Procurement, Quality Management, Enterprise Resource Planning, Supply Chain Management, Material Requirements Planning",Supply Chain ERP Analyst,42.12201,-77.94806,,,,,,,
"Beacon Hill Staffing Group, LLC",US,4 Year Degree,FULL_TIME,,aa7d0711-dd01-5c01-b8e6-4140fe8b6b18,New York,POINT(-73.97125000 40.78306000),,2021-04-29T02:04:25Z,NY,bonus,,Tax Accountant,40.78306,-73.97125,,,,,,,
CSL Plasma,US,4 Year Degree,FULL_TIME,At least 1 year experience.,7695fb21-b800-5aa0-990b-1bc9668c7b99,Irondequoit,POINT(-77.57972000 43.21339000),,2021-04-11T01:32:02Z,NY,,"Performance Appraisal, Employee Performance Management, Training, Recruitment, Occupational Health And Safety Administration (OSHA), Instructions, Health Technology, Occupational Safety And Health, Auditing, Investigation, Health Insurance, Cytopathology, Cytotechnology, Health Administration, Scientific Methods, Extended Hours Trading, Training And Development, Testing, Management, Medicare, Recording",Licensed Clinical Lab Technician or Technologist (NY State License Required) - (Sign On Bonus $5000),43.21339,-77.57972,,,,,,,
Envision Physician Services,US,4 Year Degree,FULL_TIME,At least 1 year experience.,a770738a-bf09-54be-8e8e-e10e2fe503b7,Schenectady,POINT(-73.91652000 42.82012000),12308,2021-04-20T00:48:10Z,NY,,"Anatomy, Physiology, Medical Terminology, Health Care, Medical Assistance, Creativity, Time Management, Communication, Electronic Medical Record",CIM / MEDICAL SCRIBE,42.82012,-73.91652,,,,,,,
FLACRA,US,4 Year Degree,FULL_TIME,At least 2 years experience.,d78e9458-4869-5d60-bc28-a4611ad76bea,Clifton Springs,POINT(-77.13416000 42.96196000),14432,2021-04-17T01:04:17Z,NY,,"Emergency Handling, Substance Abuse, Professional Development",COTI REGISTERED NURSE,42.96196,-77.13416,,,,,,,
